state_code,district_code,district_name,area_type,age_group,total_population,total_males,total_females,illiterate_population,illiterate_males,illiterate_females,literate_population,literate_males,literate_females
13,265,dimapur,Total,10,9163,4675,4488,1290,626,664,7873,4049,3824
13,265,dimapur,Total,11,8482,4337,4145,915,421,494,7567,3916,3651
13,265,dimapur,Total,12,8722,4520,4202,878,404,474,7844,4116,3728
13,265,dimapur,Total,13,8419,4244,4175,682,316,366,7737,3928,3809
13,265,dimapur,Total,14,8341,4209,4132,651,299,352,7690,3910,3780
13,265,dimapur,Total,15,8753,4479,4274,782,362,420,7971,4117,3854
13,265,dimapur,Total,16,8388,4308,4080,683,325,358,7705,3983,3722
13,265,dimapur,Total,17,8052,4019,4033,599,279,320,7453,3740,3713
13,265,dimapur,Total,18,8991,4594,4397,828,382,446,8163,4212,3951
13,265,dimapur,Total,19,7891,4032,3859,656,270,386,7235,3762,3473
13,265,dimapur,Total,20-24,43510,21892,21618,4200,1640,2560,39310,20252,19058
13,265,dimapur,Total,25-29,39549,20236,19313,4696,1870,2826,34853,18366,16487
13,265,dimapur,Total,30-34,32048,16504,15544,4356,1746,2610,27692,14758,12934
13,265,dimapur,Total,35-39,26913,13876,13037,4607,1840,2767,22306,12036,10270
13,265,dimapur,Total,40-44,21976,11999,9977,4154,1783,2371,17822,10216,7606
13,265,dimapur,Total,45-49,17664,10010,7654,3468,1442,2026,14196,8568,5628
13,265,dimapur,Total,50-54,12340,7036,5304,2860,1240,1620,9480,5796,3684
13,265,dimapur,Total,55-59,8021,4703,3318,1916,811,1105,6105,3892,2213
13,265,dimapur,Total,60-64,6210,3658,2552,1820,787,1033,4390,2871,1519
13,265,dimapur,Total,65-69,3986,2239,1747,1274,492,782,2712,1747,965
13,265,dimapur,Total,70-74,2618,1451,1167,1118,456,662,1500,995,505
13,265,dimapur,Total,75-79,1464,793,671,618,219,399,846,574,272
13,265,dimapur,Total,80+,1979,1043,936,1023,403,620,956,640,316
13,265,dimapur,Total,Age not stated,200,116,84,50,25,25,150,91,59
13,265,dimapur,Rural,All ages,180942,93435,87507,54120,25095,29025,126822,68340,58482
13,265,dimapur,Rural,0-6,26063,13228,12835,26063,13228,12835,0,0,0
13,265,dimapur,Rural,7,4440,2276,2164,1739,892,847,2701,1384,1317
13,265,dimapur,Rural,8,4175,2181,1994,897,444,453,3278,1737,1541
13,265,dimapur,Rural,9,4055,2048,2007,680,320,360,3375,1728,1647
13,265,dimapur,Rural,10,4844,2483,2361,743,365,378,4101,2118,1983
13,265,dimapur,Rural,11,4444,2260,2184,545,248,297,3899,2012,1887
13,265,dimapur,Rural,12,4612,2393,2219,550,252,298,4062,2141,1921
13,265,dimapur,Rural,13,4355,2170,2185,411,185,226,3944,1985,1959
13,265,dimapur,Rural,14,4320,2202,2118,376,178,198,3944,2024,1920
13,265,dimapur,Rural,15,4598,2335,2263,475,211,264,4123,2124,1999
13,265,dimapur,Rural,16,4280,2161,2119,416,192,224,3864,1969,1895
13,265,dimapur,Rural,17,4014,1966,2048,347,152,195,3667,1814,1853
13,265,dimapur,Rural,18,4488,2299,2189,487,226,261,4001,2073,1928
13,265,dimapur,Rural,19,3755,1962,1793,364,152,212,3391,1810,1581
13,265,dimapur,Rural,20-24,20787,10779,10008,2338,886,1452,18449,9893,8556
13,265,dimapur,Rural,25-29,17336,8870,8466,2487,984,1503,14849,7886,6963
13,265,dimapur,Rural,30-34,13650,6772,6878,2194,839,1355,11456,5933,5523
13,265,dimapur,Rural,35-39,11533,5691,5842,2373,903,1470,9160,4788,4372
13,265,dimapur,Rural,40-44,9680,5059,4621,2238,953,1285,7442,4106,3336
13,265,dimapur,Rural,45-49,7806,4315,3491,1857,730,1127,5949,3585,2364
13,265,dimapur,Rural,50-54,5617,3100,2517,1691,715,976,3926,2385,1541
13,265,dimapur,Rural,55-59,3633,2083,1550,1110,467,643,2523,1616,907
13,265,dimapur,Rural,60-64,3060,1784,1276,1139,506,633,1921,1278,643
13,265,dimapur,Rural,65-69,2010,1131,879,797,308,489,1213,823,390
13,265,dimapur,Rural,70-74,1395,787,608,720,306,414,675,481,194
13,265,dimapur,Rural,75-79,782,427,355,404,157,247,378,270,108
13,265,dimapur,Rural,80+,1061,584,477,642,275,367,419,309,110
13,265,dimapur,Rural,Age not stated,149,89,60,37,21,16,112,68,44
13,265,dimapur,Urban,All ages,197869,103959,93910,46654,22157,24497,151215,81802,69413
13,265,dimapur,Urban,0-6,24835,12661,12174,24835,12661,12174,0,0,0
13,265,dimapur,Urban,7,3993,2077,1916,1233,653,580,2760,1424,1336
13,265,dimapur,Urban,8,3864,2029,1835,696,357,339,3168,1672,1496
13,265,dimapur,Urban,9,3706,1921,1785,507,259,248,3199,1662,1537
13,265,dimapur,Urban,10,4319,2192,2127,547,261,286,3772,1931,1841
13,265,dimapur,Urban,11,4038,2077,1961,370,173,197,3668,1904,1764
13,265,dimapur,Urban,12,4110,2127,1983,328,152,176,3782,1975,1807
13,265,dimapur,Urban,13,4064,2074,1990,271,131,140,3793,1943,1850
13,265,dimapur,Urban,14,4021,2007,2014,275,121,154,3746,1886,1860
13,265,dimapur,Urban,15,4155,2144,2011,307,151,156,3848,1993,1855
13,265,dimapur,Urban,16,4108,2147,1961,267,133,134,3841,2014,1827
13,265,dimapur,Urban,17,4038,2053,1985,252,127,125,3786,1926,1860
13,265,dimapur,Urban,18,4503,2295,2208,341,156,185,4162,2139,2023
13,265,dimapur,Urban,19,4136,2070,2066,292,118,174,3844,1952,1892
13,265,dimapur,Urban,20-24,22723,11113,11610,1862,754,1108,20861,10359,10502
13,265,dimapur,Urban,25-29,22213,11366,10847,2209,886,1323,20004,10480,9524
13,265,dimapur,Urban,30-34,18398,9732,8666,2162,907,1255,16236,8825,7411
13,265,dimapur,Urban,35-39,15380,8185,7195,2234,937,1297,13146,7248,5898
13,265,dimapur,Urban,40-44,12296,6940,5356,1916,830,1086,10380,6110,4270
13,265,dimapur,Urban,45-49,9858,5695,4163,1611,712,899,8247,4983,3264
13,265,dimapur,Urban,50-54,6723,3936,2787,1169,525,644,5554,3411,2143
13,265,dimapur,Urban,55-59,4388,2620,1768,806,344,462,3582,2276,1306
13,265,dimapur,Urban,60-64,3150,1874,1276,681,281,400,2469,1593,876
13,265,dimapur,Urban,65-69,1976,1108,868,477,184,293,1499,924,575
13,265,dimapur,Urban,70-74,1223,664,559,398,150,248,825,514,311
13,265,dimapur,Urban,75-79,682,366,316,214,62,152,468,304,164
13,265,dimapur,Urban,80+,918,459,459,381,128,253,537,331,206
13,265,dimapur,Urban,Age not stated,51,27,24,13,4,9,38,23,15
13,266,phek,Total,All ages,163418,83743,79675,57525,25817,31708,105893,57926,47967
13,266,phek,Total,0-6,27752,14505,13247,27752,14505,13247,0,0,0
13,266,phek,Total,7,4313,2286,2027,1612,860,752,2701,1426,1275
13,266,phek,Total,8,4352,2266,2086,816,412,404,3536,1854,1682
13,266,phek,Total,9,4069,2078,1991,648,316,332,3421,1762,1659
13,266,phek,Total,10,4737,2496,2241,599,299,300,4138,2197,1941
13,266,phek,Total,11,4385,2313,2072,380,189,191,4005,2124,1881
13,266,phek,Total,12,4242,2152,2090,320,149,171,3922,2003,1919
13,266,phek,Total,13,4029,2090,1939,194,80,114,3835,2010,1825
13,266,phek,Total,14,4030,2100,1930,239,112,127,3791,1988,1803
13,266,phek,Total,15,3998,2051,1947,265,119,146,3733,1932,1801
13,266,phek,Total,16,3861,1931,1930,252,101,151,3609,1830,1779
13,266,phek,Total,17,3255,1700,1555,257,109,148,2998,1591,1407
13,266,phek,Total,18,3614,1793,1821,334,162,172,3280,1631,1649
13,266,phek,Total,19,2797,1410,1387,290,128,162,2507,1282,1225
13,266,phek,Total,20-24,15008,7390,7618,2007,752,1255,13001,6638,6363
13,266,phek,Total,25-29,14072,6910,7162,2370,794,1576,11702,6116,5586
13,266,phek,Total,30-34,12368,6204,6164,2530,878,1652,9838,5326,4512
13,266,phek,Total,35-39,10330,5163,5167,2520,834,1686,7810,4329,3481
13,266,phek,Total,40-44,8591,4474,4117,2492,813,1679,6099,3661,2438
13,266,phek,Total,45-49,6553,3572,2981,2326,776,1550,4227,2796,1431
13,266,phek,Total,50-54,5003,2720,2283,2091,744,1347,2912,1976,936
13,266,phek,Total,55-59,3221,1689,1532,1523,513,1010,1698,1176,522
13,266,phek,Total,60-64,2957,1423,1534,1730,564,1166,1227,859,368
13,266,phek,Total,65-69,2080,1058,1022,1264,465,799,816,593,223
13,266,phek,Total,70-74,1588,789,799,1144,455,689,444,334,110
13,266,phek,Total,75-79,934,483,451,670,267,403,264,216,48
13,266,phek,Total,80+,1186,639,547,884,413,471,302,226,76
13,266,phek,Total,Age not stated,93,58,35,16,8,8,77,50,27
13,266,phek,Rural,All ages,138843,70529,68314,51610,23192,28418,87233,47337,39896
13,266,phek,Rural,0-6,24310,12754,11556,24310,12754,11556,0,0,0
13,266,phek,Rural,7,3759,2011,1748,1460,783,677,2299,1228,1071
13,266,phek,Rural,8,3775,1965,1810,728,365,363,3047,1600,1447
13,266,phek,Rural,9,3512,1792,1720,567,282,285,2945,1510,1435
13,266,phek,Rural,10,4033,2130,1903,546,267,279,3487,1863,1624
13,266,phek,Rural,11,3747,1997,1750,347,171,176,3400,1826,1574
13,266,phek,Rural,12,3593,1832,1761,302,140,162,3291,1692,1599
13,266,phek,Rural,13,3429,1776,1653,181,74,107,3248,1702,1546
13,266,phek,Rural,14,3405,1760,1645,221,104,117,3184,1656,1528
13,266,phek,Rural,15,3358,1705,1653,239,109,130,3119,1596,1523
13,266,phek,Rural,16,3198,1584,1614,234,92,142,2964,1492,1472
13,266,phek,Rural,17,2695,1420,1275,238,100,138,2457,1320,1137
13,266,phek,Rural,18,3029,1500,1529,302,141,161,2727,1359,1368
13,266,phek,Rural,19,2287,1159,1128,272,117,155,2015,1042,973
13,266,phek,Rural,20-24,12441,6021,6420,1853,691,1162,10588,5330,5258
13,266,phek,Rural,25-29,11606,5543,6063,2186,729,1457,9420,4814,4606
13,266,phek,Rural,30-34,10486,5197,5289,2316,815,1501,8170,4382,3788
13,266,phek,Rural,35-39,8528,4175,4353,2292,776,1516,6236,3399,2837
13,266,phek,Rural,40-44,7146,3578,3568,2270,747,1523,4876,2831,2045
13,266,phek,Rural,45-49,5466,2926,2540,2114,725,1389,3352,2201,1151
13,266,phek,Rural,50-54,4259,2275,1984,1917,684,1233,2342,1591,751
13,266,phek,Rural,55-59,2762,1402,1360,1402,479,923,1360,923,437
13,266,phek,Rural,60-64,2650,1261,1389,1596,527,1069,1054,734,320
13,266,phek,Rural,65-69,1879,964,915,1172,442,730,707,522,185
13,266,phek,Rural,70-74,1464,721,743,1078,427,651,386,294,92
13,266,phek,Rural,75-79,860,444,416,632,254,378,228,190,38
13,266,phek,Rural,80+,1083,586,497,820,389,431,263,197,66
13,266,phek,Rural,Age not stated,83,51,32,15,8,7,68,43,25
13,266,phek,Urban,All ages,24575,13214,11361,5915,2625,3290,18660,10589,8071
13,266,phek,Urban,0-6,3442,1751,1691,3442,1751,1691,0,0,0
13,266,phek,Urban,7,554,275,279,152,77,75,402,198,204
13,266,phek,Urban,8,577,301,276,88,47,41,489,254,235
13,266,phek,Urban,9,557,286,271,81,34,47,476,252,224
13,266,phek,Urban,10,704,366,338,53,32,21,651,334,317
13,266,phek,Urban,11,638,316,322,33,18,15,605,298,307
13,266,phek,Urban,12,649,320,329,18,9,9,631,311,320
13,266,phek,Urban,13,600,314,286,13,6,7,587,308,279
13,266,phek,Urban,14,625,340,285,18,8,10,607,332,275
13,266,phek,Urban,15,640,346,294,26,10,16,614,336,278
13,266,phek,Urban,16,663,347,316,18,9,9,645,338,307
13,266,phek,Urban,17,560,280,280,19,9,10,541,271,270
13,266,phek,Urban,18,585,293,292,32,21,11,553,272,281
13,266,phek,Urban,19,510,251,259,18,11,7,492,240,252
13,266,phek,Urban,20-24,2567,1369,1198,154,61,93,2413,1308,1105
13,266,phek,Urban,25-29,2466,1367,1099,184,65,119,2282,1302,980
13,266,phek,Urban,30-34,1882,1007,875,214,63,151,1668,944,724
13,266,phek,Urban,35-39,1802,988,814,228,58,170,1574,930,644
13,266,phek,Urban,40-44,1445,896,549,222,66,156,1223,830,393
13,266,phek,Urban,45-49,1087,646,441,212,51,161,875,595,280
13,266,phek,Urban,50-54,744,445,299,174,60,114,570,385,185
13,266,phek,Urban,55-59,459,287,172,121,34,87,338,253,85
13,266,phek,Urban,60-64,307,162,145,134,37,97,173,125,48
13,266,phek,Urban,65-69,201,94,107,92,23,69,109,71,38
13,266,phek,Urban,70-74,124,68,56,66,28,38,58,40,18
13,266,phek,Urban,75-79,74,39,35,38,13,25,36,26,10
13,266,phek,Urban,80+,103,53,50,64,24,40,39,29,10
13,266,phek,Urban,Age not stated,10,7,3,1,0,1,9,7,2
13,267,tuensang,Total,All ages,196596,101933,94663,79085,38280,40805,117511,63653,53858
13,267,tuensang,Total,0-6,35790,18516,17274,35790,18516,17274,0,0,0
13,267,tuensang,Total,7,5736,3009,2727,2840,1476,1364,2896,1533,1363
13,267,tuensang,Total,8,5482,2853,2629,1832,937,895,3650,1916,1734
13,267,tuensang,Total,9,5326,2797,2529,1552,767,785,3774,2030,1744
13,267,tuensang,Total,10,6142,3216,2926,1574,807,767,4568,2409,2159
13,267,tuensang,Total,11,5463,2860,2603,1017,526,491,4446,2334,2112
13,267,tuensang,Total,12,5567,2893,2674,845,432,413,4722,2461,2261
13,267,tuensang,Total,13,4823,2609,2214,650,361,289,4173,2248,1925
13,267,tuensang,Total,14,4658,2444,2214,565,287,278,4093,2157,1936
13,267,tuensang,Total,15,5234,2753,2481,654,344,310,4580,2409,2171
13,267,tuensang,Total,16,4678,2474,2204,596,332,264,4082,2142,1940
13,267,tuensang,Total,17,4172,2174,1998,497,274,223,3675,1900,1775
13,267,tuensang,Total,18,4687,2404,2283,601,308,293,4086,2096,1990
13,267,tuensang,Total,19,3617,1879,1738,508,242,266,3109,1637,1472
13,267,tuensang,Total,20-24,18111,9069,9042,2816,1327,1489,15295,7742,7553
13,267,tuensang,Total,25-29,15087,7443,7644,2742,1151,1591,12345,6292,6053
13,267,tuensang,Total,30-34,13836,6963,6873,2956,1191,1765,10880,5772,5108
13,267,tuensang,Total,35-39,11775,5771,6004,3152,1198,1954,8623,4573,4050
13,267,tuensang,Total,40-44,9992,5242,4750,3315,1317,1998,6677,3925,2752
13,267,tuensang,Total,45-49,7607,4144,3463,2964,1173,1791,4643,2971,1672
13,267,tuensang,Total,50-54,5720,3197,2523,2850,1211,1639,2870,1986,884
13,267,tuensang,Total,55-59,3721,1974,1747,2113,855,1258,1608,1119,489
13,267,tuensang,Total,60-64,3447,1830,1617,2212,944,1268,1235,886,349
13,267,tuensang,Total,65-69,2096,1152,944,1435,667,768,661,485,176
13,267,tuensang,Total,70-74,1586,901,685,1220,622,598,366,279,87
13,267,tuensang,Total,75-79,907,520,387,727,375,352,180,145,35
13,267,tuensang,Total,80+,1285,811,474,1044,631,413,241,180,61
13,267,tuensang,Total,Age not stated,51,35,16,18,9,9,33,26,7
13,267,tuensang,Rural,All ages,159822,82462,77360,70870,34349,36521,88952,48113,40839
13,267,tuensang,Rural,0-6,30061,15596,14465,30061,15596,14465,0,0,0
13,267,tuensang,Rural,7,4792,2519,2273,2619,1348,1271,2173,1171,1002
13,267,tuensang,Rural,8,4610,2386,2224,1745,893,852,2865,1493,1372
13,267,tuensang,Rural,9,4424,2325,2099,1469,725,744,2955,1600,1355
13,267,tuensang,Rural,10,5148,2687,2461,1510,777,733,3638,1910,1728
13,267,tuensang,Rural,11,4439,2322,2117,954,499,455,3485,1823,1662
13,267,tuensang,Rural,12,4547,2375,2172,822,425,397,3725,1950,1775
13,267,tuensang,Rural,13,3879,2096,1783,625,348,277,3254,1748,1506
13,267,tuensang,Rural,14,3686,1968,1718,539,276,263,3147,1692,1455
13,267,tuensang,Rural,15,4195,2236,1959,631,331,300,3564,1905,1659
13,267,tuensang,Rural,16,3715,1988,1727,571,317,254,3144,1671,1473
13,267,tuensang,Rural,17,3220,1688,1532,462,252,210,2758,1436,1322
13,267,tuensang,Rural,18,3724,1903,1821,574,289,285,3150,1614,1536
13,267,tuensang,Rural,19,2777,1420,1357,478,231,247,2299,1189,1110
13,267,tuensang,Rural,20-24,14004,6955,7049,2674,1270,1404,11330,5685,5645
13,267,tuensang,Rural,25-29,11716,5640,6076,2614,1106,1508,9102,4534,4568
13,267,tuensang,Rural,30-34,10854,5376,5478,2812,1142,1670,8042,4234,3808
13,267,tuensang,Rural,35-39,9499,4558,4941,2972,1137,1835,6527,3421,3106
13,267,tuensang,Rural,40-44,8048,4215,3833,3089,1239,1850,4959,2976,1983
13,267,tuensang,Rural,45-49,6172,3274,2898,2776,1111,1665,3396,2163,1233
13,267,tuensang,Rural,50-54,4743,2584,2159,2671,1149,1522,2072,1435,637
13,267,tuensang,Rural,55-59,3183,1656,1527,1972,807,1165,1211,849,362
13,267,tuensang,Rural,60-64,3021,1579,1442,2067,892,1175,954,687,267
13,267,tuensang,Rural,65-69,1871,1041,830,1346,642,704,525,399,126
13,267,tuensang,Rural,70-74,1450,825,625,1152,597,555,298,228,70
13,267,tuensang,Rural,75-79,830,476,354,677,351,326,153,125,28
13,267,tuensang,Rural,80+,1175,747,428,972,590,382,203,157,46
13,267,tuensang,Rural,Age not stated,39,27,12,16,9,7,23,18,5
13,267,tuensang,Urban,All ages,36774,19471,17303,8215,3931,4284,28559,15540,13019
13,267,tuensang,Urban,0-6,5729,2920,2809,5729,2920,2809,0,0,0
13,267,tuensang,Urban,7,944,490,454,221,128,93,723,362,361
13,267,tuensang,Urban,8,872,467,405,87,44,43,785,423,362
13,267,tuensang,Urban,9,902,472,430,83,42,41,819,430,389
13,267,tuensang,Urban,10,994,529,465,64,30,34,930,499,431
13,267,tuensang,Urban,11,1024,538,486,63,27,36,961,511,450
13,267,tuensang,Urban,12,1020,518,502,23,7,16,997,511,486
13,267,tuensang,Urban,13,944,513,431,25,13,12,919,500,419
13,267,tuensang,Urban,14,972,476,496,26,11,15,946,465,481
13,267,tuensang,Urban,15,1039,517,522,23,13,10,1016,504,512
13,267,tuensang,Urban,16,963,486,477,25,15,10,938,471,467
13,267,tuensang,Urban,17,952,486,466,35,22,13,917,464,453
13,267,tuensang,Urban,18,963,501,462,27,19,8,936,482,454
13,267,tuensang,Urban,19,840,459,381,30,11,19,810,448,362
13,267,tuensang,Urban,20-24,4107,2114,1993,142,57,85,3965,2057,1908
13,267,tuensang,Urban,25-29,3371,1803,1568,128,45,83,3243,1758,1485
13,267,tuensang,Urban,30-34,2982,1587,1395,144,49,95,2838,1538,1300
13,267,tuensang,Urban,35-39,2276,1213,1063,180,61,119,2096,1152,944
13,267,tuensang,Urban,40-44,1944,1027,917,226,78,148,1718,949,769
13,267,tuensang,Urban,45-49,1435,870,565,188,62,126,1247,808,439
13,267,tuensang,Urban,50-54,977,613,364,179,62,117,798,551,247
13,267,tuensang,Urban,55-59,538,318,220,141,48,93,397,270,127
13,267,tuensang,Urban,60-64,426,251,175,145,52,93,281,199,82
13,267,tuensang,Urban,65-69,225,111,114,89,25,64,136,86,50
13,267,tuensang,Urban,70-74,136,76,60,68,25,43,68,51,17
13,267,tuensang,Urban,75-79,77,44,33,50,24,26,27,20,7
13,267,tuensang,Urban,80+,110,64,46,72,41,31,38,23,15
13,267,tuensang,Urban,Age not stated,12,8,4,2,0,2,10,8,2
13,268,longleng,Total,All ages,50484,26502,23982,20625,10363,10262,29859,16139,13720
13,268,longleng,Total,0-6,9110,4832,4278,9110,4832,4278,0,0,0
13,268,longleng,Total,7,1357,713,644,566,284,282,791,429,362
13,268,longleng,Total,8,1259,653,606,349,187,162,910,466,444
13,268,longleng,Total,9,1182,628,554,262,146,116,920,482,438
13,268,longleng,Total,10,1449,756,693,258,142,116,1191,614,577
13,268,longleng,Total,11,1267,690,577,184,105,79,1083,585,498
13,268,longleng,Total,12,1304,646,658,168,85,83,1136,561,575
13,268,longleng,Total,13,1273,685,588,160,92,68,1113,593,520
13,268,longleng,Total,14,1229,656,573,174,103,71,1055,553,502
13,268,longleng,Total,15,1107,555,552,127,71,56,980,484,496
13,268,longleng,Total,16,1120,567,553,107,63,44,1013,504,509
13,268,longleng,Total,17,1028,537,491,99,56,43,929,481,448
13,268,longleng,Total,18,1068,548,520,119,57,62,949,491,458
13,268,longleng,Total,19,877,441,436,109,56,53,768,385,383
13,268,longleng,Total,20-24,4966,2519,2447,859,398,461,4107,2121,1986
13,268,longleng,Total,25-29,4374,2237,2137,907,425,482,3467,1812,1655
13,268,longleng,Total,30-34,3748,1977,1771,972,433,539,2776,1544,1232
13,268,longleng,Total,35-39,2942,1540,1402,919,437,482,2023,1103,920
13,268,longleng,Total,40-44,2529,1287,1242,990,416,574,1539,871,668
13,268,longleng,Total,45-49,1991,1108,883,858,385,473,1133,723,410
13,268,longleng,Total,50-54,1532,854,678,797,358,439,735,496,239
13,268,longleng,Total,55-59,951,525,426,518,234,284,433,291,142
13,268,longleng,Total,60-64,897,497,400,573,285,288,324,212,112
13,268,longleng,Total,65-69,561,279,282,382,157,225,179,122,57
13,268,longleng,Total,70-74,537,278,259,417,193,224,120,85,35
13,268,longleng,Total,75-79,359,193,166,294,149,145,65,44,21
13,268,longleng,Total,80+,434,278,156,343,211,132,91,67,24
13,268,longleng,Total,Age not stated,33,23,10,4,3,1,29,20,9
13,268,longleng,Rural,All ages,42871,22511,20360,18853,9495,9358,24018,13016,11002
13,268,longleng,Rural,0-6,7884,4218,3666,7884,4218,3666,0,0,0
13,268,longleng,Rural,7,1157,619,538,529,270,259,628,349,279
13,268,longleng,Rural,8,1064,554,510,339,183,156,725,371,354
13,268,longleng,Rural,9,990,533,457,252,143,109,738,390,348
13,268,longleng,Rural,10,1235,645,590,250,137,113,985,508,477
13,268,longleng,Rural,11,1095,605,490,178,104,74,917,501,416
13,268,longleng,Rural,12,1102,539,563,160,79,81,942,460,482
13,268,longleng,Rural,13,1062,585,477,156,90,66,906,495,411
13,268,longleng,Rural,14,993,531,462,163,97,66,830,434,396
13,268,longleng,Rural,15,883,434,449,115,64,51,768,370,398
13,268,longleng,Rural,16,918,464,454,105,62,43,813,402,411
13,268,longleng,Rural,17,842,441,401,96,54,42,746,387,359
13,268,longleng,Rural,18,893,465,428,114,53,61,779,412,367
13,268,longleng,Rural,19,736,364,372,102,51,51,634,313,321
13,268,longleng,Rural,20-24,4104,2072,2032,816,371,445,3288,1701,1587
13,268,longleng,Rural,25-29,3641,1852,1789,863,399,464,2778,1453,1325
13,268,longleng,Rural,30-34,3118,1644,1474,924,416,508,2194,1228,966
13,268,longleng,Rural,35-39,2516,1325,1191,879,419,460,1637,906,731
13,268,longleng,Rural,40-44,2155,1079,1076,946,396,550,1209,683,526
13,268,longleng,Rural,45-49,1700,930,770,820,372,448,880,558,322
13,268,longleng,Rural,50-54,1342,734,608,753,336,417,589,398,191
13,268,longleng,Rural,55-59,841,459,382,493,226,267,348,233,115
13,268,longleng,Rural,60-64,809,447,362,542,272,270,267,175,92
13,268,longleng,Rural,65-69,510,252,258,357,149,208,153,103,50
13,268,longleng,Rural,70-74,501,256,245,397,183,214,104,73,31
13,268,longleng,Rural,75-79,342,184,158,287,146,141,55,38,17
13,268,longleng,Rural,80+,407,258,149,329,202,127,78,56,22
13,268,longleng,Rural,Age not stated,31,22,9,4,3,1,27,19,8
13,268,longleng,Urban,All ages,7613,3991,3622,1772,868,904,5841,3123,2718
13,268,longleng,Urban,0-6,1226,614,612,1226,614,612,0,0,0
13,268,longleng,Urban,7,200,94,106,37,14,23,163,80,83
13,268,longleng,Urban,8,195,99,96,10,4,6,185,95,90
13,268,longleng,Urban,9,192,95,97,10,3,7,182,92,90
13,268,longleng,Urban,10,214,111,103,8,5,3,206,106,100
13,268,longleng,Urban,11,172,85,87,6,1,5,166,84,82
13,268,longleng,Urban,12,202,107,95,8,6,2,194,101,93
13,268,longleng,Urban,13,211,100,111,4,2,2,207,98,109
13,268,longleng,Urban,14,236,125,111,11,6,5,225,119,106
13,268,longleng,Urban,15,224,121,103,12,7,5,212,114,98
13,268,longleng,Urban,16,202,103,99,2,1,1,200,102,98
13,268,longleng,Urban,17,186,96,90,3,2,1,183,94,89
13,268,longleng,Urban,18,175,83,92,5,4,1,170,79,91
13,268,longleng,Urban,19,141,77,64,7,5,2,134,72,62
13,268,longleng,Urban,20-24,862,447,415,43,27,16,819,420,399
13,268,longleng,Urban,25-29,733,385,348,44,26,18,689,359,330
13,268,longleng,Urban,30-34,630,333,297,48,17,31,582,316,266
13,268,longleng,Urban,35-39,426,215,211,40,18,22,386,197,189
13,268,longleng,Urban,40-44,374,208,166,44,20,24,330,188,142
13,268,longleng,Urban,45-49,291,178,113,38,13,25,253,165,88
13,268,longleng,Urban,50-54,190,120,70,44,22,22,146,98,48
13,268,longleng,Urban,55-59,110,66,44,25,8,17,85,58,27
13,268,longleng,Urban,60-64,88,50,38,31,13,18,57,37,20
13,268,longleng,Urban,65-69,51,27,24,25,8,17,26,19,7
